Provider Number,Facility Name,Five Star,City,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Number of Dialysis Patients with Hgb data,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patients in Serum phosphorus summary,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patients in nPCR summary,SWR category text,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW
552606,DAVITA YOSEMITE STREET DIALYSIS CENTER,3,MANTECA,Profit,DAVITA,21,1,0,0,44,As Expected,80,131,143,As Expected,As Expected,As Expected,96,121,370,Better than Expected,As Expected,144,144,0,As Expected,34,1.79,Better than Expected,110
552607,DAVITA NORTHGATE DIALYSIS CENTER,5,SAN RAFAEL,Profit,DAVITA,12,1,1,1,24,As Expected,37,62,63,As Expected,As Expected,As Expected,41,38,209,As Expected,As Expected,62,62,0,Not Available,18,0,As Expected,40
552608,DAVITA CORNERHOUSE DIALYSIS CENTER,3,SAN JOSE,Profit,DAVITA,16,1,0,0,27,As Expected,44,80,79,As Expected,As Expected,As Expected,47,47,206,Better than Expected,As Expected,80,80,0,Not Available,14,0,Better than Expected,65
522577,DAVITA HUMBOLDT RIDGE DIALYSIS,3,MILWAUKEE,Profit,DAVITA,24,1,0,0,41,As Expected,61,97,100,As Expected,As Expected,As Expected,69,83,272,As Expected,As Expected,100,100,0,As Expected,39,1.11,As Expected,82
522578,DAVITA OAK CREEK DIALYSIS,5,OAK CREEK,Profit,DAVITA,12,1,0,0,27,As Expected,40,50,51,As Expected,As Expected,As Expected,49,58,166,As Expected,As Expected,50,50,0,Not Available,22,0,As Expected,38
522579,DAVITA MEQUON ROAD DIALYSIS,4,GERMANTOWN,Profit,DAVITA,12,1,0,0,18,As Expected,24,33,31,As Expected,As Expected,As Expected,28,30,96,As Expected,As Expected,33,33,0,Not Available,11,0,As Expected,21
522580,FMC - HAYWARD,5,HAYWARD,Profit,FRESENIUS MEDICAL CARE,12,1,1,0,21,As Expected,30,39,42,As Expected,As Expected,As Expected,34,38,139,As Expected,As Expected,39,39,0,Not Available,11,0,As Expected,33
522581,FRESENIUS MEDICAL CARE MIDWEST WAUKESHA,3,WAUKESHA,Profit,FRESENIUS MEDICAL CARE,13,1,1,0,31,As Expected,44,61,66,As Expected,As Expected,As Expected,53,61,216,As Expected,As Expected,64,64,0,Not Available,25,0,As Expected,51
502558,FMC LEAH LAYNE DIALYSIS CENTER,5,OTHELLO,Profit,FRESENIUS MEDICAL CARE,9,1,1,1,16,As Expected,19,30,30,As Expected,As Expected,As Expected,21,12,87,As Expected,As Expected,31,31,0,Not Available,7,0,As Expected,25
502559,DAVITA CHINOOK KIDNEY CENTER,5,RICHLAND,Profit,DAVITA,19,1,1,1,56,As Expected,64,94,99,As Expected,As Expected,As Expected,78,69,301,As Expected,Better than Expected,99,99,0,As Expected,31,0.74,As Expected,75
502560,DAVITA EVERETT DIALYSIS CENTER,4,EVERETT,Profit,DAVITA,21,1,1,1,42,As Expected,76,114,116,As Expected,As Expected,As Expected,84,95,344,As Expected,As Expected,99,99,0,As Expected,35,0.63,As Expected,101
502561,DAVITA MILL CREEK DIALYSIS CENTER,4,BOTHELL,Profit,DAVITA,9,1,1,1,36,As Expected,48,66,70,As Expected,As Expected,As Expected,54,53,210,Better than Expected,As Expected,64,64,0,Not Available,18,0,As Expected,51
502562,DAVITA SEAVIEW DIALYSIS CENTER,5,LONG BEACH,Profit,DAVITA,11,1,1,1,14,As Expected,15,22,24,As Expected,As Expected,As Expected,18,22,72,As Expected,As Expected,20,20,0,Not Available,10,0,As Expected,27
552581,DAVITA CERES DIALYSIS CENTER,3,CERES,Profit,DAVITA,16,1,1,1,33,As Expected,69,114,117,As Expected,As Expected,Worse than Expected,77,85,349,As Expected,As Expected,116,116,0,As Expected,27,1.16,As Expected,100
552582,WELLBOUND OF SAN JOSE LLC,2,SAN MATEO,Non-Profit,SATELLITE HEALTHCARE,4,0,1,1,24,Worse than Expected,62,106,110,As Expected,As Expected,As Expected,63,47,210,Not Available,As Expected,13,13,0,Better than Expected,27,5.54,Better than Expected,92
552583,U.S. RENAL CARE ROSEMEAD DIALYSIS,5,ROSEMEAD,Profit,"US RENAL CARE, INC.",18,1,0,0,79,As Expected,86,113,118,As Expected,As Expected,Better than Expected,99,84,447,Better than Expected,As Expected,119,119,0,Not Available,24,0,As Expected,62
552584,FMC-DIALYSIS SERVICES OF MID-WILSHIRE,3,LOS ANGELES,Profit,FRESENIUS MEDICAL CARE,17,1,1,0,24,As Expected,49,107,115,As Expected,As Expected,As Expected,58,60,236,As Expected,As Expected,118,118,0,As Expected,37,0.98,As Expected,100
502582,DAVITA ECHO VALLEY DIALYSIS,5,COLVILLE,Profit,DAVITA,6,1,1,0,7,As Expected,16,18,18,As Expected,Not Available,As Expected,16,4,53,Not Available,As Expected,15,15,0,Not Available,9,0,As Expected,16
512511,FMC - OAK HILL,3,FAYETTEVILLE,Profit,FRESENIUS MEDICAL CARE,12,1,1,1,20,Worse than Expected,30,48,53,As Expected,As Expected,As Expected,39,63,178,As Expected,As Expected,50,50,0,As Expected,32,0.49,As Expected,45
512513,DAVITA WHEELING DIALYSIS,3,WHEELING,Profit,DAVITA,17,1,1,0,62,As Expected,92,129,136,As Expected,As Expected,As Expected,108,134,431,Worse than Expected,As Expected,119,119,0,As Expected,65,1.66,As Expected,88
512514,DAVITA NEW MARTINSVILLE DIALYSIS,2,NEW MARTINSVILLE,Profit,DAVITA,10,1,1,0,27,Worse than Expected,37,59,58,As Expected,As Expected,As Expected,43,49,184,As Expected,As Expected,55,55,0,Not Available,21,0,As Expected,46
512515,FMC - TWO VIRGINIAS,4,BLUEFIELD,Profit,FRESENIUS MEDICAL CARE,21,1,1,1,42,As Expected,85,125,136,As Expected,As Expected,As Expected,98,78,388,As Expected,As Expected,114,114,0,As Expected,49,0.81,As Expected,112
512516,FMC - MERCER COUNTY,3,PRINCETON,Profit,FRESENIUS MEDICAL CARE,17,1,1,0,17,Worse than Expected,32,52,56,As Expected,As Expected,As Expected,37,61,171,As Expected,As Expected,58,58,0,Not Available,25,0,As Expected,45
522582,"FRESENIUS MEDICAL CARE SHAWANO, LLC",5,SHAWANO,Profit,FRESENIUS MEDICAL CARE,13,0,1,1,19,As Expected,23,33,36,As Expected,Better than Expected,As Expected,29,18,96,As Expected,As Expected,32,32,0,Not Available,16,0,As Expected,33
552537,DCI REDDING,4,REDDING,Non-Profit,"DIALYSIS CLINIC, INC.",24,1,1,1,89,As Expected,109,138,145,As Expected,As Expected,As Expected,126,119,503,Better than Expected,As Expected,125,125,1,Better than Expected,68,3.1,Better than Expected,109
552538,MOHAN DIALYSIS CENTER OF GLENDORA,3,GLENDORA,Profit,INDEPENDENT,21,1,1,0,10,As Expected,73,131,142,As Expected,As Expected,Worse than Expected,80,87,313,Better than Expected,As Expected,142,142,0,As Expected,62,1.3,As Expected,108
552539,WELLBOUND OF EMERYVILLE LLC,3,EMERYVILLE,Non-Profit,SATELLITE HEALTHCARE,4,1,1,1,14,As Expected,47,107,108,As Expected,As Expected,As Expected,50,34,180,Not Available,Better than Expected,16,16,0,As Expected,37,1.99,Better than Expected,99
552540,RAI SECRET RAVINE PARKWAY,3,ROSEVILLE,Profit,RENAL ADVANTAGE,20,1,1,1,31,As Expected,52,83,85,As Expected,As Expected,Worse than Expected,60,58,348,Better than Expected,As Expected,86,86,0,As Expected,39,2.23,As Expected,58
552541,DAVITA CITRUS VALLEY DIALYSIS,3,SAN BERNARDINO,Profit,DAVITA,20,1,0,0,39,As Expected,76,141,149,As Expected,As Expected,As Expected,92,110,374,As Expected,As Expected,150,150,0,As Expected,41,1.14,As Expected,123
522319,CHILDRENS HOSPITAL OF WI,,MILWAUKEE,Non-Profit,INDEPENDENT,5,1,1,0,1,Not Available,0,7,8,Not Available,Not Available,Not Available,1,5,12,As Expected,Not Available,8,8,8,As Expected,18,0.84,As Expected,25
522320,MARSHFIELD MEDICAL CENTER RICE LAKE DIALYSIS,3,RICE LAKE,Non-Profit,INDEPENDENT,16,1,1,0,25,As Expected,49,58,64,As Expected,As Expected,Better than Expected,53,39,219,As Expected,As Expected,59,59,0,Not Available,21,0,As Expected,49
522323,ST NICHOLAS HOSPITAL - DIALYSIS,3,SHEBOYGAN,Non-Profit,INDEPENDENT,12,1,0,0,29,As Expected,35,51,51,As Expected,As Expected,As Expected,40,36,135,As Expected,As Expected,52,52,0,Not Available,25,0,As Expected,39
522324,BELOIT HEALTH SYSTEM - DIALYSIS,2,BELOIT,Non-Profit,INDEPENDENT,18,1,1,0,52,As Expected,78,117,123,As Expected,As Expected,As Expected,87,102,352,As Expected,As Expected,90,90,0,As Expected,45,1.21,As Expected,92
522327,SACRED HEART HOSPITAL DIALYSIS,5,EAU CLAIRE,Non-Profit,INDEPENDENT,11,1,1,0,40,As Expected,57,70,73,As Expected,As Expected,As Expected,68,61,271,As Expected,As Expected,67,67,0,As Expected,27,0.86,As Expected,53
522328,HESS MEMORIAL HOSPITAL,3,MAUSTON,Non-Profit,INDEPENDENT,9,1,0,0,0,As Expected,19,28,28,As Expected,As Expected,As Expected,23,16,97,As Expected,As Expected,28,28,0,Not Available,3,0,As Expected,21
502583,DAVITA BELFAIR DIALYSIS,3,BELFAIR,Profit,DAVITA,5,1,0,0,5,Not Available,12,13,14,As Expected,As Expected,As Expected,12,13,30,Not Available,As Expected,14,14,0,Not Available,8,0,As Expected,11
502584,DAVITA BATTLE GROUND DIALYSIS,3,BATTLE GROUND,Profit,DAVITA,10,1,1,0,33,As Expected,50,74,85,As Expected,As Expected,As Expected,59,47,142,As Expected,As Expected,83,83,0,As Expected,27,1.4,As Expected,71
502585,DAVITA REDONDO HEIGHTS DIALYSIS,3,FEDERAL WAY,Profit,DAVITA,12,1,0,0,40,As Expected,51,84,92,As Expected,As Expected,As Expected,59,67,179,As Expected,As Expected,92,92,0,Not Available,14,0,As Expected,82
502586,DAVITA RENTON DIALYSIS,5,RENTON,Profit,DAVITA,7,1,0,0,9,Not Available,14,22,21,As Expected,As Expected,As Expected,16,17,42,As Expected,Better than Expected,22,22,0,Not Available,10,0,Worse than Expected,15
502587,"RENAL CARE GROUP NORTHWEST, INC.",3,PUYALLUP,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,41,As Expected,75,88,91,As Expected,As Expected,As Expected,81,82,228,As Expected,As Expected,91,91,0,Not Available,23,0,As Expected,77
512517,FMC - HURRICANE,3,HURRICANE,Profit,FRESENIUS MEDICAL CARE,17,1,1,1,36,As Expected,67,94,97,As Expected,As Expected,As Expected,75,87,292,As Expected,As Expected,96,96,0,As Expected,49,0.71,Worse than Expected,65
522554,DAVITA BAY SHORE DIALYSIS,3,GLENDALE,Profit,DAVITA,28,1,0,0,73,As Expected,123,185,192,As Expected,As Expected,As Expected,135,153,515,Better than Expected,As Expected,192,192,0,As Expected,69,0.36,As Expected,149
522555,"FRESENIUS KIDNEY CARE MADISON, LLC",3,MADISON,Non-Profit,FRESENIUS MEDICAL CARE,30,1,1,1,87,As Expected,138,213,229,As Expected,As Expected,As Expected,163,183,717,As Expected,As Expected,179,179,0,As Expected,99,1.05,As Expected,196
522556,DAVITA STURGEON BAY DIALYSIS,5,STURGEON BAY,Profit,DAVITA,6,1,1,0,18,As Expected,24,38,39,As Expected,As Expected,As Expected,32,31,104,As Expected,As Expected,32,32,0,Not Available,12,0,As Expected,33
522558,DAVITA TITLETOWN DIALYSIS,5,GREEN BAY,Profit,DAVITA,20,1,0,0,33,As Expected,51,69,72,As Expected,As Expected,As Expected,55,51,223,As Expected,As Expected,73,73,0,As Expected,25,0.39,As Expected,50
522559,WI DIALYSIS INC - EAST,2,MADISON,Profit,FRESENIUS MEDICAL CARE,16,1,1,0,41,As Expected,63,91,96,As Expected,As Expected,Better than Expected,74,83,295,As Expected,As Expected,86,86,0,As Expected,36,1.12,As Expected,76
552542,RAI ELK GROVE BLVD.,4,ELK GROVE,Profit,RENAL ADVANTAGE,24,1,1,0,27,As Expected,79,173,179,As Expected,As Expected,Worse than Expected,86,76,380,Better than Expected,As Expected,180,180,0,As Expected,60,1.06,As Expected,135
502539,FMC CHEHALIS,4,CHEHALIS,Profit,FRESENIUS MEDICAL CARE,15,1,1,1,36,As Expected,61,87,91,As Expected,As Expected,As Expected,66,86,279,As Expected,As Expected,87,87,0,As Expected,30,1.13,As Expected,75
502540,NKC SNOQUALMIE RIDGE KIDNEY CENTER,5,SNOQUALMIE,Non-Profit,NORTHWEST KIDNEY CENTERS,9,1,0,0,27,As Expected,32,47,50,As Expected,As Expected,As Expected,39,26,133,Not Available,As Expected,51,51,0,Not Available,13,0,As Expected,34
502541,DAVITA YAKIMA DIALYSIS CENTER,5,YAKIMA,Profit,DAVITA,21,1,0,1,67,As Expected,100,145,160,As Expected,As Expected,As Expected,112,117,441,Better than Expected,As Expected,160,160,0,As Expected,67,1.34,As Expected,118
502542,DAVITA BELLEVUE DIALYSIS CENTER,5,BELLEVUE,Profit,DAVITA,10,1,1,1,18,As Expected,37,78,82,As Expected,As Expected,As Expected,46,40,197,Better than Expected,As Expected,64,64,0,As Expected,27,1.69,As Expected,64
522603,FRESENIUS MEDICAL CARE - BARABOO,5,BARABOO,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,43,As Expected,56,72,77,As Expected,As Expected,As Expected,62,55,251,As Expected,As Expected,76,76,0,Not Available,28,0,As Expected,53
522604,FRESENIUS MEDICAL CARE - DODGEVILLE,4,DODGEVILLE,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,28,Worse than Expected,33,45,48,As Expected,As Expected,As Expected,39,30,124,As Expected,As Expected,47,47,0,Not Available,11,0,As Expected,31
522605,DAVITA GREEN LAKE COUNTY DIALYSIS,2,BERLIN,Profit,DAVITA,12,1,1,0,12,Not Available,16,23,25,As Expected,As Expected,As Expected,19,27,80,As Expected,As Expected,23,23,0,Not Available,3,0,As Expected,17
522606,DAVITA HUDSON DIALYSIS,5,HUDSON,Profit,DAVITA,12,1,1,1,20,As Expected,32,42,45,As Expected,As Expected,As Expected,39,38,125,As Expected,Better than Expected,37,37,0,Not Available,10,0,Better than Expected,43
522607,DAVITA SUN PRAIRIE DIALYSIS,3,SUN PRAIRIE,Profit,DAVITA,12,1,1,1,18,As Expected,34,47,48,As Expected,As Expected,As Expected,38,39,91,As Expected,As Expected,43,43,0,Not Available,11,0,As Expected,37
522519,DAVITA ST CROIX FALLS DIALYSIS CENTER,5,SAINT CROIX FALLS,Profit,DAVITA,9,1,0,0,16,As Expected,17,24,28,As Expected,As Expected,Better than Expected,19,26,77,As Expected,As Expected,29,29,0,Not Available,9,0,As Expected,16
522521,DAVITA MUKWONAGO DIALYSIS,3,MUKWONAGO,Profit,DAVITA,10,1,0,0,17,As Expected,22,37,40,As Expected,As Expected,Worse than Expected,28,40,110,As Expected,As Expected,39,39,0,Not Available,7,0,As Expected,18
522523,DAVITA MENOMONEE FALLS DIALYSIS,3,MENOMONEE FALLS,Profit,DAVITA,12,1,0,0,28,As Expected,41,56,61,As Expected,As Expected,As Expected,50,57,174,As Expected,As Expected,62,62,0,Not Available,12,0,As Expected,31
522524,FRESENIUS MEDICAL CARE MIDWEST GOOD HOPE,3,MILWAUKEE,Profit,FRESENIUS MEDICAL CARE,19,1,1,0,48,As Expected,68,103,103,As Expected,As Expected,As Expected,77,123,317,Better than Expected,As Expected,106,106,0,As Expected,42,0.22,As Expected,85
522525,DAVITA WATERTOWN DIALYSIS,2,WATERTOWN,Profit,DAVITA,11,1,0,0,25,As Expected,37,49,52,As Expected,As Expected,As Expected,42,51,156,As Expected,As Expected,52,52,0,Not Available,20,0,As Expected,31
522526,DAVITA FOND DU LAC DIALYSIS,5,FOND DU LAC,Profit,DAVITA,9,1,0,0,18,As Expected,19,31,31,As Expected,As Expected,As Expected,25,23,96,As Expected,As Expected,31,31,0,Not Available,6,0,As Expected,18
522560,DAVITA OSHKOSH WEST DIALYSIS,3,OSHKOSH,Profit,DAVITA,10,1,1,0,28,As Expected,37,65,65,As Expected,As Expected,As Expected,50,38,206,As Expected,As Expected,65,65,0,Not Available,19,0,As Expected,38
552518,DAVITA COSTA MESA DIALYSIS,3,COSTA MESA,Profit,DAVITA,25,1,1,0,46,As Expected,68,130,130,As Expected,As Expected,As Expected,78,84,324,As Expected,As Expected,119,119,0,As Expected,34,1.16,As Expected,110
552519,DCI RANCHO DIALYSIS CLINIC,3,SACRAMENTO,Non-Profit,"DIALYSIS CLINIC, INC.",16,1,0,0,28,As Expected,47,79,80,As Expected,As Expected,As Expected,59,43,188,As Expected,As Expected,80,80,3,Not Available,12,0,As Expected,63
552520,DAVITA BANNING DIALYSIS,3,BANNING,Profit,DAVITA,18,1,1,0,40,As Expected,81,142,150,As Expected,As Expected,As Expected,88,86,393,As Expected,As Expected,117,117,0,As Expected,49,0.97,As Expected,122
552521,DAVITA WHITE LANE DIALYSIS,4,BAKERSFIELD,Profit,DAVITA,20,1,1,1,52,As Expected,85,135,140,As Expected,As Expected,As Expected,90,79,544,As Expected,As Expected,121,121,0,Worse than Expected,61,0.28,As Expected,118
502543,DAVITA UNION GAP DIALYSIS,5,UNION GAP,Profit,DAVITA,12,1,1,0,46,As Expected,86,123,124,As Expected,As Expected,As Expected,93,84,365,As Expected,As Expected,78,78,0,As Expected,41,0,As Expected,99
502544,DAVITA WESTWOOD DIALYSIS CENTER,5,SEATTLE,Profit,DAVITA,8,1,1,0,17,As Expected,23,49,50,As Expected,As Expected,As Expected,27,17,134,As Expected,As Expected,46,46,0,Not Available,13,0,As Expected,46
512537,DAVITA RENAL CENTER OF KEYSER,2,KEYSER,Profit,DAVITA,12,1,1,0,23,Worse than Expected,30,47,49,As Expected,As Expected,As Expected,40,49,166,As Expected,As Expected,42,42,0,Not Available,13,0,As Expected,37
512538,DAVITA MOUNTAINEER DIALYSIS,3,BECKLEY,Profit,DAVITA,17,1,1,1,26,Worse than Expected,49,69,74,As Expected,As Expected,As Expected,58,82,233,As Expected,As Expected,58,58,0,As Expected,45,0.63,As Expected,58
512539,FMC - APPALACHIAN DIALYSIS,2,BECKLEY,Profit,FRESENIUS MEDICAL CARE,10,1,1,0,16,As Expected,38,59,65,As Expected,As Expected,As Expected,49,72,170,As Expected,As Expected,47,47,0,Not Available,23,0,As Expected,58
522608,DAVITA LAKE DELTON DIALYSIS,2,WISCONSIN DELLS,Profit,DAVITA,12,1,1,0,21,As Expected,34,47,48,As Expected,As Expected,As Expected,39,37,87,As Expected,As Expected,38,38,0,Not Available,10,0,As Expected,49
552561,FMC-LA JOLLA,4,SAN DIEGO,Profit,FRESENIUS MEDICAL CARE,24,1,0,0,46,As Expected,64,88,92,As Expected,As Expected,As Expected,74,63,275,As Expected,As Expected,91,91,0,As Expected,37,0.74,As Expected,66
552562,FMC-BAKERSFIELD,3,BAKERSFIELD,Profit,FRESENIUS MEDICAL CARE,25,1,1,1,46,Worse than Expected,111,203,211,As Expected,As Expected,Worse than Expected,117,113,525,Better than Expected,As Expected,162,162,0,As Expected,71,0.77,As Expected,167
552563,DAVITA ASH TREE DIALYSIS,4,FRESNO,Profit,DAVITA,36,1,0,0,112,As Expected,166,263,261,As Expected,As Expected,Worse than Expected,185,166,827,As Expected,As Expected,219,219,0,As Expected,97,1.19,Better than Expected,236
552564,DAVITA ALMOND WOOD DIALYSIS,4,MADERA,Profit,DAVITA,22,1,0,0,40,As Expected,58,100,99,As Expected,As Expected,As Expected,64,67,262,As Expected,As Expected,100,100,0,As Expected,27,1.45,Better than Expected,80
552565,SAN BERNARDINO VALLEY HOME DIALYSIS CENTER,2,SAN BERNARDINO,Profit,INDEPENDENT,0,0,1,0,16,As Expected,26,36,36,As Expected,As Expected,As Expected,28,29,141,Not Available,Not Available,0,0,0,Not Available,9,0,Better than Expected,35
523531,BEAVER DAM DIALYSIS,5,BEAVER DAM,Non-Profit,INDEPENDENT,11,1,0,0,20,As Expected,34,44,47,As Expected,As Expected,As Expected,38,24,149,As Expected,As Expected,47,47,0,Not Available,14,0,As Expected,32
523533,ST VINCENT DIALYSIS CENTER AT OCONTO FALLS,4,OCONTO FALLS,Non-Profit,INDEPENDENT,6,1,0,0,0,Not Available,8,11,13,As Expected,Not Available,As Expected,8,6,42,Not Available,As Expected,13,13,0,Not Available,1,0,Not Available,9
523534,"MILE BLUFF MEDICAL CENTER, INC.",2,WISCONSIN DELLS,Non-Profit,MILE BLUFF MEDICAL CENTER,7,1,0,0,0,Not Available,11,17,24,Not Available,Not Available,As Expected,11,8,37,As Expected,As Expected,24,24,0,Not Available,13,0,Worse than Expected,17
532304,532304 MEM HOSP OF SWEETWATER COUNTY/DIALYSIS,5,ROCK SPRINGS,Non-Profit,INDEPENDENT,8,1,0,0,20,As Expected,35,46,49,Better than Expected,As Expected,Better than Expected,42,14,129,As Expected,Better than Expected,46,46,0,Not Available,15,0,As Expected,41
532305,532305 CCMH DIALYSIS UNIT,3,GILLETTE,Non-Profit,INDEPENDENT,8,1,0,0,19,As Expected,26,33,36,As Expected,As Expected,As Expected,31,23,122,As Expected,As Expected,37,37,1,Not Available,19,0,As Expected,43
532306,532306 IVINSON MEMORIAL HOSP - DIALYSIS CENTER,5,LARAMIE,Non-Profit,INDEPENDENT,9,1,0,0,14,As Expected,15,24,26,As Expected,As Expected,As Expected,21,24,87,As Expected,As Expected,27,27,0,Not Available,7,0,As Expected,24
552522,RAI CHADBOURNE,3,FAIRFIELD,Profit,FRESENIUS MEDICAL CARE,21,1,0,0,35,As Expected,65,121,119,As Expected,As Expected,As Expected,72,59,303,As Expected,As Expected,121,121,0,As Expected,33,1.42,As Expected,96
552523,DAVITA STOCKTON HOME TRAINING DIALYSIS,4,STOCKTON,Profit,DAVITA,0,0,1,0,9,As Expected,23,59,62,As Expected,As Expected,As Expected,27,17,125,Not Available,Not Available,0,0,0,Better than Expected,30,2.79,Better than Expected,53
552609,SATELLITE DIALYSIS OF ORANGE LLC,5,ORANGE,Non-Profit,SATELLITE HEALTHCARE,24,1,1,0,110,As Expected,137,201,206,Better than Expected,As Expected,As Expected,148,106,590,Better than Expected,As Expected,165,165,0,As Expected,61,1.11,Better than Expected,171
552618,DAVITA SAN MARCOS DIALYSIS CENTER,5,SAN MARCOS,Profit,DAVITA,20,1,1,1,82,As Expected,173,257,269,As Expected,As Expected,As Expected,182,148,733,As Expected,Better than Expected,179,179,0,As Expected,87,0.88,As Expected,220
552619,DAVITA WESTBOROUGH DIALYSIS CENTER,5,SOUTH SAN FRANCISCO,Profit,DAVITA,5,1,0,0,14,As Expected,25,34,36,As Expected,As Expected,As Expected,29,18,102,As Expected,Better than Expected,36,36,0,Not Available,5,0,As Expected,23
512540,DAVITA HARRISON COUNTY DIALYSIS,3,CLARKSBURG,Profit,DAVITA,9,1,1,0,14,As Expected,24,42,45,As Expected,As Expected,As Expected,28,39,112,As Expected,As Expected,37,37,0,As Expected,34,0.83,As Expected,41
512542,"FMS CABELL HUNTINGTON DIALYSIS CENTERS, LLC",2,HUNTINGTON,Profit,FRESENIUS MEDICAL CARE,4,0,1,1,17,Worse than Expected,33,55,60,As Expected,As Expected,As Expected,37,46,139,Not Available,As Expected,36,36,0,Better than Expected,26,2.93,As Expected,55
512543,FMC EASTERN PANHANDLE,4,MARTINSBURG,Profit,FRESENIUS MEDICAL CARE,16,1,0,1,32,As Expected,59,92,99,As Expected,As Expected,As Expected,71,56,177,Better than Expected,As Expected,82,82,0,As Expected,26,0.9,As Expected,80
522583,DAVITA HARBOR VIEW DIALYSIS,3,RACINE,Profit,DAVITA,24,1,1,1,79,Worse than Expected,110,156,160,As Expected,As Expected,As Expected,126,164,531,As Expected,As Expected,138,138,0,As Expected,47,0.84,As Expected,139
522584,DAVITA WILLOW CREEK DIALYSIS,3,RACINE,Profit,DAVITA,12,1,0,0,33,As Expected,45,66,68,As Expected,As Expected,As Expected,55,94,228,As Expected,As Expected,69,69,0,Not Available,19,0,As Expected,54
522585,DAVITA PRAIRIE RIVER DIALYSIS,5,MERRILL,Profit,DAVITA,6,1,0,0,10,Not Available,16,25,25,As Expected,As Expected,As Expected,19,26,72,As Expected,As Expected,25,25,0,Not Available,9,0,As Expected,19
552566,FORT BRAGG DIALYSIS DCI,3,FORT BRAGG,Non-Profit,"DIALYSIS CLINIC, INC.",10,1,0,0,17,Not Available,15,23,22,As Expected,Not Available,As Expected,19,9,83,As Expected,As Expected,22,22,0,Not Available,12,0,As Expected,40
502564,DAVITA WHIDBEY ISLAND DIALYSIS CENTER,5,OAK HARBOR,Profit,DAVITA,5,1,1,0,21,As Expected,30,36,39,As Expected,As Expected,As Expected,32,23,122,As Expected,As Expected,31,31,0,Not Available,9,0,As Expected,26
502565,OLYMPIC PENINSULA KIDNEY CENTER NORTHWEST,5,PORT TOWNSEND,Non-Profit,OLYMPIC PENINSULA KIDNEY CENTERS,6,1,1,1,12,As Expected,16,23,28,As Expected,Not Available,As Expected,20,8,75,As Expected,As Expected,21,21,0,Not Available,9,0,As Expected,23
502566,DAVITA PARKLAND DIALYSIS,4,TACOMA,Profit,DAVITA,21,1,1,1,76,As Expected,101,150,154,As Expected,As Expected,As Expected,116,139,470,As Expected,As Expected,145,145,0,As Expected,42,0.61,As Expected,129
502567,PANORAMA DIALYSIS,4,DEER PARK,Profit,FRESENIUS MEDICAL CARE,6,1,0,0,16,As Expected,23,31,32,As Expected,As Expected,Better than Expected,26,24,102,As Expected,As Expected,32,32,0,Not Available,9,0,Worse than Expected,28
552585,"PERITONEAL DIALYSIS CENTER OF AMERICA, INC.",1,MONTEBELLO,Profit,INDEPENDENT,0,0,1,0,30,As Expected,69,97,100,As Expected,Worse than Expected,As Expected,70,90,312,Not Available,Not Available,0,0,0,As Expected,75,1.29,As Expected,85
552586,DAVITA CLEARLAKE DIALYSIS,3,CLEARLAKE,Profit,DAVITA,12,1,0,0,41,As Expected,44,62,59,As Expected,As Expected,As Expected,54,76,274,Better than Expected,As Expected,61,61,0,As Expected,30,0.89,As Expected,70
552587,WELLBOUND OF EMERYVILLE LLC,4,SACRAMENTO,Non-Profit,SATELLITE HEALTHCARE,4,1,1,1,14,As Expected,31,95,98,As Expected,As Expected,As Expected,38,19,175,Not Available,As Expected,16,16,0,As Expected,50,1.93,Better than Expected,83
552588,DAVITA BELLFLOWER DIALYSIS CENTER,4,BELLFLOWER,Profit,DAVITA,20,1,1,0,42,As Expected,71,129,134,As Expected,As Expected,As Expected,75,92,347,As Expected,As Expected,136,136,0,As Expected,34,0.22,As Expected,102
552589,DAVITA NORTH GLENDALE DIALYSIS,5,GLENDALE,Profit,DAVITA,36,1,1,0,114,As Expected,145,235,241,As Expected,Better than Expected,Better than Expected,170,154,731,As Expected,Better than Expected,231,231,0,As Expected,83,0.8,As Expected,154
552620,CLOSED DAVITA FOSTER CITY DIALYSIS,5,FOSTER CITY,Profit,DAVITA,16,1,0,0,14,As Expected,23,32,37,As Expected,As Expected,As Expected,30,24,115,As Expected,As Expected,37,37,0,Not Available,14,0,As Expected,19
552621,WELLBOUND OF EMERYVILLE LLC,,SAN FRANCISCO,Non-Profit,SATELLITE HEALTHCARE,0,0,1,1,16,As Expected,29,62,63,As Expected,As Expected,As Expected,34,22,166,Not Available,Not Available,7,7,0,Not Available,19,0,Better than Expected,53
